StudentKey,Student #,Section,Intro to Course and Syllabus Quiz (out of 100),Intro to Course and Syllabus Quiz Due Date,Intro Assignment (out of 100),Intro Assignment Due Date,Master Word Template (out of 115),Master Word Template Due Date,Letterhead Template (out of 170),Letterhead Template Due Date,Resume Assignment (out of 110),Resume Assignment Due Date,Excel Crash Course Quiz (out of 100),Excel Crash Course Quiz Due Date,Mail Merge Assignment (out of 142),Mail Merge Assignment Due Date,Report Template (out of 132),Report Template Due Date,PowerPoint Template (out of 130),Powerpoint Template Due Date,Datasets and Tables Assignment (out of 100),Datasets and Tables Assignment Due Date,Summarizing and Analyzing Data Assignment (out of 100),Summarizing and Analyzing Data Assignment  Due Date,Excel Recap Assignment (out of 124),Excel Recap Assignment Due Date,Specialized Functions 1 Assignment (out of 100),Specialized Functions 1 Assignment  Due Date,Excel Model (out of 155),Excel Model Due Date,MOS Day 1 GMetrix Assignment (out of 100),MOS Day 1 GMetrix Assignment  Due Date,MOS Day 2 Additional Practice Assignment (out of 75),MOS Day 2 Additional Practice Assignment  Due Date,Word Wrap-Up Quiz (out of 100),Word Wrap-Up Quiz  Due Date,PowerPoint Wrap-Up Quiz (out of 100),PowerPoint Wrap-Up Quiz  Due Date,Excel Crash Course Assignment (out of 100),Excel Crash Course Assignment  Due Date,Formulas and Functions Assignment (out of 100),Formulas and Functions Assignment  Due date,Prelim 1 (out of 100),Prelim 1 Due Date,Excel Analysis Assignment (out of 180),Excel Analysis Assignment Due Date,Certiport Account Creation Assignment (out of 100),Certiport Account Creation Assignment  Due Date,Prelim 2 (out of 100),Prelim 2 Due Date,Final Exam (out of 100),Final Exam Due Date,Final Score,Term
43,43,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",96.5,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",100,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,97,15-Oct-23,94,18-Oct-23,93.5,30-Oct-23,0,25-Oct-23,100,4-Dec-23,100,6-Nov-23,92,13-Nov-23,95,13-Sep-23,100,20-Sep-23,100,27-Sep-23,97.5,11-Oct-23,69,28-Sep-23,86.1,21-Oct-23,100,13-Nov-23,95,11/7/2023,94,12/10/2023,91.22,Fall2023
44,44,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",98.3,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,97.7,18-Sep-23,100,15-Oct-23,100,18-Oct-23,100,30-Oct-23,90.4,25-Oct-23,96.8,4-Dec-23,100,6-Nov-23,96,13-Nov-23,85,13-Sep-23,100,20-Sep-23,100,27-Sep-23,90,11-Oct-23,79,28-Sep-23,82.2,21-Oct-23,100,13-Nov-23,96.2,11/7/2023,93,12/10/2023,96.64,Fall2023
45,45,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",97.1,"Monday, August 28, 2023",98.2,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,97.7,18-Sep-23,89,15-Oct-23,93,18-Oct-23,90.3,30-Oct-23,84.2,25-Oct-23,93.5,4-Dec-23,100,6-Nov-23,92,13-Nov-23,85,13-Sep-23,90,20-Sep-23,100,27-Sep-23,90,11-Oct-23,76,28-Sep-23,69.4,21-Oct-23,100,13-Nov-23,89.5,11/7/2023,88,12/10/2023,90.28,Fall2023
46,46,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",85.9,"Monday, August 28, 2023",100,30-Aug-23,90,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,72.3,18-Sep-23,92.1,15-Oct-23,92.5,18-Oct-23,96,30-Oct-23,82.7,25-Oct-23,100,4-Dec-23,100,6-Nov-23,89.3,13-Nov-23,80,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,69,28-Sep-23,89.4,21-Oct-23,100,13-Nov-23,81.7,11/7/2023,94,12/10/2023,92.02,Fall2023
47,47,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",94.8,"Wednesday, August 23, 2023",98.2,"Monday, August 28, 2023",95.5,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,97.5,18-Oct-23,100,30-Oct-23,100,25-Oct-23,94.2,4-Dec-23,100,6-Nov-23,96,13-Nov-23,95,13-Sep-23,95,20-Sep-23,100,27-Sep-23,97.5,11-Oct-23,60,28-Sep-23,90,21-Oct-23,100,13-Nov-23,70.4,11/7/2023,87,12/10/2023,95.97,Fall2023
48,48,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",94.1,"Monday, August 28, 2023",90,30-Aug-23,90,"Wednesday, September 27, 2023",75.4,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,85,18-Oct-23,96,30-Oct-23,88,25-Oct-23,95.5,4-Dec-23,100,6-Nov-23,88,13-Nov-23,80,13-Sep-23,100,20-Sep-23,100,27-Sep-23,0,11-Oct-23,77,28-Sep-23,83.3,21-Oct-23,100,13-Nov-23,87.5,11/7/2023,96,12/10/2023,91.12,Fall2023
49,49,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",94.1,"Monday, August 28, 2023",95.5,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,100,18-Oct-23,100,30-Oct-23,0,25-Oct-23,100,4-Dec-23,100,6-Nov-23,92,13-Nov-23,85,13-Sep-23,100,20-Sep-23,100,27-Sep-23,82.5,11-Oct-23,68,28-Sep-23,82.2,21-Oct-23,100,13-Nov-23,90.8,11/7/2023,93,12/10/2023,89.52,Fall2023
50,50,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",97.4,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",97.3,30-Aug-23,80,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,82.5,15-Oct-23,90.6,18-Oct-23,96,30-Oct-23,100,25-Oct-23,98.1,4-Dec-23,100,6-Nov-23,92,13-Nov-23,90,13-Sep-23,95,20-Sep-23,100,27-Sep-23,78.5,11-Oct-23,73,28-Sep-23,85.8,21-Oct-23,100,13-Nov-23,88.8,11/7/2023,93,12/10/2023,93.89,Fall2023
51,51,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",97.3,30-Aug-23,85,"Wednesday, September 27, 2023",94.4,30-Aug-23,97,13-Sep-23,100,18-Sep-23,100,15-Oct-23,96,18-Oct-23,100,30-Oct-23,90.2,25-Oct-23,91.6,4-Dec-23,100,6-Nov-23,96,13-Nov-23,90,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,75,28-Sep-23,88.9,21-Oct-23,100,13-Nov-23,87.5,11/7/2023,94,12/10/2023,95.5,Fall2023
52,52,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",97.6,"Monday, August 28, 2023",97.3,30-Aug-23,95,"Wednesday, September 27, 2023",95.8,30-Aug-23,99.2,13-Sep-23,100,18-Sep-23,79.5,15-Oct-23,100,18-Oct-23,100,30-Oct-23,98,25-Oct-23,94.2,4-Dec-23,100,6-Nov-23,93.3,13-Nov-23,95,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,91,28-Sep-23,82.2,21-Oct-23,100,13-Nov-23,100,11/7/2023,98,12/10/2023,96.75,Fall2023
53,1,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",97.4,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",95.5,1-Feb-23,90,"February  22,2023",96.5,1-Feb-23,100,13-Feb-23,76.2,15-Feb-23,0,15-Mar-23,98.5,Mar 20. 2023,0,29-Mar-23,84.5,27-Mar-23,84.5,9-May-23,100,17-Apr-23,92,19-Apr-23,90,13-Feb-23,100,20-Feb-23,93.7,22-Feb-23,73.9,13-Mar-23,83,3/9/2023,97.8,3/27/2023,100,19-Apr-23,81.4,4/13/2023,90,5/18/2023,82.78,Spring2023
54,2,SP23,94.1,"Monday, January 23, 2023",0,"Monday, January 23, 2023",98.3,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",97.3,1-Feb-23,95,"February  22,2023",96.5,1-Feb-23,100,13-Feb-23,73.1,15-Feb-23,91,15-Mar-23,95.5,Mar 20. 2023,91.9,29-Mar-23,0,27-Mar-23,98.1,9-May-23,100,17-Apr-23,93.3,19-Apr-23,90,13-Feb-23,100,20-Feb-23,96.7,22-Feb-23,84,13-Mar-23,92,3/9/2023,82.2,3/27/2023,100,19-Apr-23,92.7,4/13/2023,96,5/18/2023,85.11,Spring2023
55,3,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",98.3,"Wednesday, January 25, 2023",97.6,"Monday, January 30, 2023",98.2,1-Feb-23,95,"February  22,2023",96.5,1-Feb-23,98.5,13-Feb-23,84.6,15-Feb-23,100,15-Mar-23,96.5,Mar 20. 2023,85.5,29-Mar-23,86.4,27-Mar-23,97.4,9-May-23,100,17-Apr-23,96,19-Apr-23,85,13-Feb-23,95,20-Feb-23,97,22-Feb-23,100,13-Mar-23,86,3/9/2023,97.8,3/27/2023,100,19-Apr-23,92.5,4/13/2023,93,5/18/2023,94.15,Spring2023
56,4,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",98.2,1-Feb-23,95,"February  22,2023",100,1-Feb-23,99.2,13-Feb-23,80.8,15-Feb-23,95,15-Mar-23,96,Mar 20. 2023,96,29-Mar-23,99.2,27-Mar-23,97.4,9-May-23,100,17-Apr-23,96,19-Apr-23,95,13-Feb-23,90,20-Feb-23,97,22-Feb-23,100,13-Mar-23,83,3/9/2023,92.5,3/27/2023,100,19-Apr-23,97,4/13/2023,90,5/18/2023,94.14,Spring2023
57,5,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",96.5,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",97.3,1-Feb-23,95,"February  22,2023",96.5,1-Feb-23,93.2,13-Feb-23,74.6,15-Feb-23,87,15-Mar-23,100,Mar 20. 2023,0,29-Mar-23,93.8,27-Mar-23,96.1,9-May-23,100,17-Apr-23,96,19-Apr-23,90,13-Feb-23,95,20-Feb-23,85.3,22-Feb-23,92,13-Mar-23,66,3/9/2023,93.9,3/27/2023,100,19-Apr-23,100,4/13/2023,88,5/18/2023,84.32,Spring2023
58,6,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",92.2,"Wednesday, January 25, 2023",97.1,"Monday, January 30, 2023",47.3,1-Feb-23,55,"February  22,2023",93,1-Feb-23,0,13-Feb-23,0,15-Feb-23,61,15-Mar-23,85.2,Mar 20. 2023,58.9,29-Mar-23,47.6,27-Mar-23,96.8,9-May-23,100,17-Apr-23,0,19-Apr-23,0,13-Feb-23,0,20-Feb-23,77.7,22-Feb-23,71.6,13-Mar-23,60,3/9/2023,89.4,3/27/2023,100,19-Apr-23,60,4/13/2023,93,5/18/2023,62.49,Spring2023
59,7,SP23,0,"Monday, January 23, 2023",100,"Monday, January 23, 2023",93.9,"Wednesday, January 25, 2023",97.6,"Monday, January 30, 2023",93.6,1-Feb-23,90,"February  22,2023",60.6,1-Feb-23,91.7,13-Feb-23,100,15-Feb-23,94,15-Mar-23,95.5,Mar 20. 2023,97.6,29-Mar-23,79.6,27-Mar-23,91,9-May-23,100,17-Apr-23,81.3,19-Apr-23,85,13-Feb-23,95,20-Feb-23,82.4,22-Feb-23,82.8,13-Mar-23,83,3/9/2023,100,3/27/2023,100,19-Apr-23,60,4/13/2023,85,5/18/2023,85.69,Spring2023
60,8,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",93,"Wednesday, January 25, 2023",98.8,"Monday, January 30, 2023",0,1-Feb-23,85,"February  22,2023",93,1-Feb-23,97,13-Feb-23,73.1,15-Feb-23,71,15-Mar-23,95.5,Mar 20. 2023,84.7,29-Mar-23,0,27-Mar-23,81.3,9-May-23,100,17-Apr-23,68,19-Apr-23,85,13-Feb-23,90,20-Feb-23,92,22-Feb-23,0,13-Mar-23,60,3/9/2023,92.8,3/27/2023,100,19-Apr-23,81.4,4/13/2023,98,5/18/2023,77.37,Spring2023
61,9,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",91.3,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",97.3,1-Feb-23,80,"February  22,2023",85.9,1-Feb-23,97,13-Feb-23,0,15-Feb-23,93,15-Mar-23,94.2,Mar 20. 2023,97.6,29-Mar-23,100,27-Mar-23,96.8,9-May-23,100,17-Apr-23,85.3,19-Apr-23,90,13-Feb-23,95,20-Feb-23,94.6,22-Feb-23,0,13-Mar-23,74,3/9/2023,96.1,3/27/2023,100,19-Apr-23,79.4,4/13/2023,90,5/18/2023,87.9,Spring2023
62,10,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,90,"February  22,2023",96.5,1-Feb-23,100,13-Feb-23,96.2,15-Feb-23,95,15-Mar-23,100,Mar 20. 2023,96,29-Mar-23,100,27-Mar-23,94.8,9-May-23,100,17-Apr-23,0,19-Apr-23,85,13-Feb-23,100,20-Feb-23,100,22-Feb-23,100,13-Mar-23,66,3/9/2023,95,3/27/2023,100,19-Apr-23,95.9,4/13/2023,93,5/18/2023,94.42,Spring2023
63,11,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",93,"Wednesday, January 25, 2023",95.9,"Monday, January 30, 2023",95.5,1-Feb-23,85,"February  22,2023",89.4,1-Feb-23,100,13-Feb-23,100,15-Feb-23,100,15-Mar-23,94.7,Mar 20. 2023,80.6,29-Mar-23,100,27-Mar-23,94.8,9-May-23,0,17-Apr-23,0,19-Apr-23,85,13-Feb-23,90,20-Feb-23,81,22-Feb-23,90,13-Mar-23,60,3/9/2023,91.7,3/27/2023,0,19-Apr-23,63,4/13/2023,81,5/18/2023,85.48,Spring2023
64,12,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",98.3,"Wednesday, January 25, 2023",98.8,"Monday, January 30, 2023",100,1-Feb-23,95,"February  22,2023",82.4,1-Feb-23,97.7,13-Feb-23,88.5,15-Feb-23,95,15-Mar-23,91,Mar 20. 2023,85.5,29-Mar-23,0,27-Mar-23,96.8,9-May-23,100,17-Apr-23,100,19-Apr-23,95,13-Feb-23,95,20-Feb-23,97.5,22-Feb-23,92.2,13-Mar-23,91,3/9/2023,92.8,3/27/2023,100,19-Apr-23,92.4,4/13/2023,85,5/18/2023,87.51,Spring2023
65,13,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",95.7,"Wednesday, January 25, 2023",97.1,"Monday, January 30, 2023",91.8,1-Feb-23,0,"February  22,2023",0,1-Feb-23,90,13-Feb-23,68.5,15-Feb-23,78,15-Mar-23,0,Mar 20. 2023,0,29-Mar-23,46.6,27-Mar-23,0,9-May-23,100,17-Apr-23,54.7,19-Apr-23,75,13-Feb-23,90,20-Feb-23,0,22-Feb-23,0,13-Mar-23,60,3/9/2023,27.8,3/27/2023,100,19-Apr-23,60,4/13/2023,78,5/18/2023,56.68,Spring2023
66,14,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,100,"February  22,2023",96.5,1-Feb-23,100,13-Feb-23,100,15-Feb-23,100,15-Mar-23,99.5,Mar 20. 2023,100,29-Mar-23,100,27-Mar-23,100,9-May-23,100,17-Apr-23,100,19-Apr-23,100,13-Feb-23,100,20-Feb-23,100,22-Feb-23,100,13-Mar-23,96,3/9/2023,97.8,3/27/2023,100,19-Apr-23,96.7,4/13/2023,94,5/18/2023,99.21,Spring2023
67,15,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",98.3,"Wednesday, January 25, 2023",98.8,"Monday, January 30, 2023",93.6,1-Feb-23,75,"February  22,2023",89.4,1-Feb-23,100,13-Feb-23,100,15-Feb-23,100,15-Mar-23,88.8,Mar 20. 2023,85.5,29-Mar-23,100,27-Mar-23,96.8,9-May-23,100,17-Apr-23,96,19-Apr-23,85,13-Feb-23,90,20-Feb-23,98,22-Feb-23,77.6,13-Mar-23,100,3/9/2023,88.9,3/27/2023,100,19-Apr-23,97,4/13/2023,93,5/18/2023,92.5,Spring2023
68,16,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",96.4,1-Feb-23,90,"February  22,2023",82.4,1-Feb-23,100,13-Feb-23,100,15-Feb-23,74,15-Mar-23,97.7,Mar 20. 2023,91.9,29-Mar-23,100,27-Mar-23,100,9-May-23,100,17-Apr-23,96,19-Apr-23,80,13-Feb-23,90,20-Feb-23,93.3,22-Feb-23,100,13-Mar-23,96,3/9/2023,91.1,3/27/2023,100,19-Apr-23,89.2,4/13/2023,98,5/18/2023,94.92,Spring2023
69,17,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",91.3,"Wednesday, January 25, 2023",97.6,"Monday, January 30, 2023",93.6,1-Feb-23,85,"February  22,2023",100,1-Feb-23,97.7,13-Feb-23,96.2,15-Feb-23,92,15-Mar-23,93.5,Mar 20. 2023,83.9,29-Mar-23,99.5,27-Mar-23,96.1,9-May-23,100,17-Apr-23,100,19-Apr-23,80,13-Feb-23,95,20-Feb-23,90.3,22-Feb-23,86,13-Mar-23,68,3/9/2023,87.8,3/27/2023,100,19-Apr-23,91.8,4/13/2023,96,5/18/2023,91.69,Spring2023
70,18,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",96.5,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",93.6,1-Feb-23,90,"February  22,2023",93,1-Feb-23,98.5,13-Feb-23,100,15-Feb-23,82,15-Mar-23,88.7,Mar 20. 2023,29.8,29-Mar-23,74.8,27-Mar-23,45.2,9-May-23,100,17-Apr-23,61.3,19-Apr-23,75,13-Feb-23,100,20-Feb-23,100,22-Feb-23,69.6,13-Mar-23,60,3/9/2023,74.4,3/27/2023,100,19-Apr-23,64,4/13/2023,93,5/18/2023,86.19,Spring2023
71,19,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",98.3,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,90,"February  22,2023",100,1-Feb-23,100,13-Feb-23,96.2,15-Feb-23,90,15-Mar-23,99,Mar 20. 2023,87.1,29-Mar-23,96,27-Mar-23,97.4,9-May-23,100,17-Apr-23,96,19-Apr-23,90,13-Feb-23,100,20-Feb-23,95,22-Feb-23,100,13-Mar-23,75,3/9/2023,94.4,3/27/2023,100,19-Apr-23,96.4,4/13/2023,90,5/18/2023,89.42,Spring2023
72,20,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",98.8,"Monday, January 30, 2023",100,1-Feb-23,95,"February  22,2023",100,1-Feb-23,100,13-Feb-23,100,15-Feb-23,0,15-Mar-23,69.2,Mar 20. 2023,0,29-Mar-23,95.5,27-Mar-23,97.4,9-May-23,100,17-Apr-23,85.3,19-Apr-23,85,13-Feb-23,95,20-Feb-23,100,22-Feb-23,100,13-Mar-23,90,3/9/2023,91.7,3/27/2023,100,19-Apr-23,100,4/13/2023,93,5/18/2023,87.32,Spring2023
73,21,SP23,82.3,"Monday, January 23, 2023",100,"Monday, January 23, 2023",97.4,"Wednesday, January 25, 2023",97.1,"Monday, January 30, 2023",45.5,1-Feb-23,75,"February  22,2023",96.5,1-Feb-23,99.2,13-Feb-23,80.8,15-Feb-23,0,15-Mar-23,97.5,Mar 20. 2023,74.2,29-Mar-23,0,27-Mar-23,89,9-May-23,100,17-Apr-23,92,19-Apr-23,75,13-Feb-23,70,20-Feb-23,75.7,22-Feb-23,84,13-Mar-23,60,3/9/2023,76.7,3/27/2023,100,19-Apr-23,60,4/13/2023,90,5/18/2023,78.61,Spring2023
74,22,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",0,"Wednesday, January 25, 2023",98.8,"Monday, January 30, 2023",100,1-Feb-23,95,"February  22,2023",85.9,1-Feb-23,100,13-Feb-23,92.3,15-Feb-23,95,15-Mar-23,98.7,Mar 20. 2023,0,29-Mar-23,94,27-Mar-23,0,9-May-23,100,17-Apr-23,84,19-Apr-23,75,13-Feb-23,80,20-Feb-23,89.7,22-Feb-23,94,13-Mar-23,87,3/9/2023,79.4,3/27/2023,100,19-Apr-23,60,4/13/2023,78,5/18/2023,78.19,Spring2023
75,23,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,90,"February  22,2023",96.5,1-Feb-23,100,13-Feb-23,96.2,15-Feb-23,94,15-Mar-23,100,Mar 20. 2023,90.3,29-Mar-23,99.2,27-Mar-23,94.8,9-May-23,100,17-Apr-23,81.3,19-Apr-23,85,13-Feb-23,95,20-Feb-23,100,22-Feb-23,100,13-Mar-23,93,3/9/2023,100,3/27/2023,100,19-Apr-23,99.7,4/13/2023,98,5/18/2023,97.33,Spring2023
76,24,SP23,94.1,"Monday, January 23, 2023",100,"Monday, January 23, 2023",91.3,"Wednesday, January 25, 2023",94.7,"Monday, January 30, 2023",0,1-Feb-23,85,"February  22,2023",85.9,1-Feb-23,90,13-Feb-23,74.6,15-Feb-23,0,15-Mar-23,99.5,Mar 20. 2023,96,29-Mar-23,0,27-Mar-23,82.6,9-May-23,100,17-Apr-23,84,19-Apr-23,90,13-Feb-23,100,20-Feb-23,92,22-Feb-23,0,13-Mar-23,61,3/9/2023,94.4,3/27/2023,100,19-Apr-23,81.8,4/13/2023,93,5/18/2023,80.5,Spring2023
77,25,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,95,"February  22,2023",100,1-Feb-23,100,13-Feb-23,100,15-Feb-23,95,15-Mar-23,100,Mar 20. 2023,88.3,29-Mar-23,100,27-Mar-23,100,9-May-23,100,17-Apr-23,92,19-Apr-23,95,13-Feb-23,100,20-Feb-23,100,22-Feb-23,100,13-Mar-23,96,3/9/2023,97.2,3/27/2023,100,19-Apr-23,96.7,4/13/2023,98,5/18/2023,93.66,Spring2023
78,26,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",99.4,"Monday, January 30, 2023",99.1,1-Feb-23,75,"February  22,2023",93,1-Feb-23,100,13-Feb-23,97.7,15-Feb-23,98,15-Mar-23,89.4,Mar 20. 2023,0,29-Mar-23,94.4,27-Mar-23,98.1,9-May-23,100,17-Apr-23,76,19-Apr-23,80,13-Feb-23,100,20-Feb-23,92.5,22-Feb-23,100,13-Mar-23,82,3/9/2023,71.4,3/27/2023,100,19-Apr-23,91.7,4/13/2023,96,5/18/2023,91.5,Spring2023
79,27,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,95,"February  22,2023",96.5,1-Feb-23,97,13-Feb-23,84.6,15-Feb-23,100,15-Mar-23,100,Mar 20. 2023,90.7,29-Mar-23,88,27-Mar-23,100,9-May-23,100,17-Apr-23,89.3,19-Apr-23,90,13-Feb-23,95,20-Feb-23,100,22-Feb-23,100,13-Mar-23,91,3/9/2023,96.1,3/27/2023,100,19-Apr-23,93.4,4/13/2023,94,5/18/2023,97.09,Spring2023
80,28,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",89.1,1-Feb-23,80,"February  22,2023",93,1-Feb-23,97,13-Feb-23,100,15-Feb-23,72,15-Mar-23,92.5,Mar 20. 2023,78.2,29-Mar-23,90.4,27-Mar-23,87.1,9-May-23,100,17-Apr-23,100,19-Apr-23,80,13-Feb-23,85,20-Feb-23,92.5,22-Feb-23,100,13-Mar-23,78,3/9/2023,78.3,3/27/2023,100,19-Apr-23,71.1,4/13/2023,90,5/18/2023,90.33,Spring2023
81,29,SP23,100,"Monday, January 23, 2023",100,"Monday, January 23, 2023",100,"Wednesday, January 25, 2023",100,"Monday, January 30, 2023",100,1-Feb-23,95,"February  22,2023",96.5,1-Feb-23,100,13-Feb-23,100,15-Feb-23,95,15-Mar-23,72.9,Mar 20. 2023,92.7,29-Mar-23,0,27-Mar-23,98.7,9-May-23,100,17-Apr-23,93.3,19-Apr-23,90,13-Feb-23,100,20-Feb-23,85,22-Feb-23,74.9,13-Mar-23,84,3/9/2023,92.2,3/27/2023,100,19-Apr-23,68.4,4/13/2023,89,5/18/2023,90.9,Spring2023
82,1,SP24,100,"Monday, January 22, 2024",100,"Monday, January 22, 2024",99.1,"Wednesday, January 24, 2024",98.8,"Monday, January 29, 2024",92.7,31-Jan-24,100,"Wednesday, February 21, 2024",100,31-Jan-24,100,12-Feb-24,100,14-Feb-24,91.6,13-Mar-24,82.2,13-Mar-24,81.5,27-Mar-24,73.1,25-Mar-24,83.2,6-May-24,100,10-Apr-24,96,15-Apr-24,85,12-Feb-24,100,19-Feb-24,98,21-Feb-24,97.5,11-Mar-24,60,3/7/2024,78.1,3/25/2024,100,15-Apr-24,60,4/16/2024,85,5/15/2024,86.83,Spring2024
83,2,SP24,100,"Monday, January 22, 2024",100,"Monday, January 22, 2024",96.5,"Wednesday, January 24, 2024",100,"Monday, January 29, 2024",97.3,31-Jan-24,95,"Wednesday, February 21, 2024",100,31-Jan-24,100,12-Feb-24,100,14-Feb-24,97,13-Mar-24,98,13-Mar-24,96,27-Mar-24,0,25-Mar-24,0,6-May-24,100,10-Apr-24,92,15-Apr-24,90,12-Feb-24,100,19-Feb-24,100,21-Feb-24,97.5,11-Mar-24,84,3/7/2024,99.4,3/25/2024,100,15-Apr-24,94.2,4/16/2024,95,5/15/2024,88.91,Spring2024
84,3,SP24,94.1,"Monday, January 22, 2024",100,"Monday, January 22, 2024",100,"Wednesday, January 24, 2024",100,"Monday, January 29, 2024",99.1,31-Jan-24,90,"Wednesday, February 21, 2024",96.5,31-Jan-24,100,12-Feb-24,100,14-Feb-24,100,13-Mar-24,100,13-Mar-24,98.4,27-Mar-24,96,25-Mar-24,96.8,6-May-24,100,10-Apr-24,92,15-Apr-24,85,12-Feb-24,100,19-Feb-24,100,21-Feb-24,100,11-Mar-24,71,3/7/2024,95.6,3/25/2024,100,15-Apr-24,95.5,4/16/2024,96,5/15/2024,96.98,Spring2024
85,4,SP24,88.2,"Monday, January 22, 2024",100,"Monday, January 22, 2024",98.3,"Wednesday, January 24, 2024",100,"Monday, January 29, 2024",92.7,31-Jan-24,90,"Wednesday, February 21, 2024",96.5,31-Jan-24,100,12-Feb-24,88.5,14-Feb-24,92.1,13-Mar-24,99,13-Mar-24,87.1,27-Mar-24,100,25-Mar-24,91,6-May-24,100,10-Apr-24,88,15-Apr-24,80,12-Feb-24,100,19-Feb-24,91.6,21-Feb-24,84,11-Mar-24,80,3/7/2024,77.8,3/25/2024,100,15-Apr-24,62,4/16/2024,90,5/15/2024,87.62,Spring2024
